msa_id,msa_name,county_fips,county_name
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",13059,"Clarke, GA"
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",13195,"Madison, GA"
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",13219,"Oconee, GA"
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",13221,"Oglethorpe, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13013,"Barrow, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13015,"Bartow, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13035,"Butts, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13045,"Carroll, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13057,"Cherokee, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13063,"Clayton, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13067,"Cobb, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13077,"Coweta, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13085,"Dawson, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13089,"DeKalb, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13097,"Douglas, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13113,"Fayette, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13117,"Forsyth, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13121,"Fulton, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13135,"Gwinnett, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13143,"Haralson, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13149,"Heard, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13151,"Henry, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13159,"Jasper, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13171,"Lamar, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13199,"Meriwether, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13211,"Morgan, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13217,"Newton, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13223,"Paulding, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13227,"Pickens, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13231,"Pike, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13247,"Rockdale, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13255,"Spalding, GA"
12060,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",13297,"Walton, GA"
12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",34001,"Atlantic, NJ"
12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",01081,"Lee, AL"
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",13033,"Burke, GA"
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",13073,"Columbia, GA"
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",13181,"Lincoln, GA"
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",13189,"McDuffie, GA"
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",13245,"Richmond, GA"
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",45003,"Aiken, SC"
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",45037,"Edgefield, SC"
12420,"Austin-Round Rock, TX (Metropolitan Statistical Area)",48021,"Bastrop, TX"
12420,"Austin-Round Rock, TX (Metropolitan Statistical Area)",48055,"Caldwell, TX"
12420,"Austin-Round Rock, TX (Metropolitan Statistical Area)",48209,"Hays, TX"
12420,"Austin-Round Rock, TX (Metropolitan Statistical Area)",48453,"Travis, TX"
12420,"Austin-Round Rock, TX (Metropolitan Statistical Area)",48491,"Williamson, TX"
12540,"Bakersfield, CA (Metropolitan Statistical Area)",06029,"Kern, CA"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24003,"Anne Arundel, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24005,"Baltimore, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24013,"Carroll, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24025,"Harford, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24027,"Howard, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24035,"Queen Anne's, MD"
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",24510,"Baltimore (Independent City), MD"
12620,"Bangor, ME (Metropolitan Statistical Area)",23019,"Penobscot, ME"
12700,"Barnstable Town, MA (Metropolitan Statistical Area)",25001,"Barnstable, MA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22005,"Ascension, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22033,"East Baton Rouge, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22037,"East Feliciana, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22047,"Iberville, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22063,"Livingston, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22077,"Pointe Coupee, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22091,"St. Helena, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22121,"West Baton Rouge, LA"
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",22125,"West Feliciana, LA"
12980,"Battle Creek, MI (Metropolitan Statistical Area)",26025,"Calhoun, MI"
13020,"Bay City, MI (Metropolitan Statistical Area)",26017,"Bay, MI"
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",48199,"Hardin, TX"
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",48245,"Jefferson, TX"
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",48351,"Newton, TX"
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",48361,"Orange, TX"
13220,"Beckley, WV (Metropolitan Statistical Area)",54019,"Fayette, WV"
13220,"Beckley, WV (Metropolitan Statistical Area)",54081,"Raleigh, WV"
13380,"Bellingham, WA (Metropolitan Statistical Area)",53073,"Whatcom, WA"
13460,"Bend-Redmond, OR (Metropolitan Statistical Area)",41017,"Deschutes, OR"
13740,"Billings, MT (Metropolitan Statistical Area)",30009,"Carbon, MT"
13740,"Billings, MT (Metropolitan Statistical Area)",30037,"Golden Valley, MT"
13740,"Billings, MT (Metropolitan Statistical Area)",30111,"Yellowstone, MT"
13780,"Binghamton, NY (Metropolitan Statistical Area)",36007,"Broome, NY"
13780,"Binghamton, NY (Metropolitan Statistical Area)",36107,"Tioga, NY"
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",01007,"Bibb, AL"
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",01009,"Blount, AL"
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",01021,"Chilton, AL"
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",01073,"Jefferson, AL"
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",01115,"St. Clair, AL"
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",01117,"Shelby, AL"
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",01127,"Walker, AL"
13900,"Bismarck, ND (Metropolitan Statistical Area)",38015,"Burleigh, ND"
13900,"Bismarck, ND (Metropolitan Statistical Area)",38059,"Morton, ND"
13900,"Bismarck, ND (Metropolitan Statistical Area)",38065,"Oliver, ND"
13900,"Bismarck, ND (Metropolitan Statistical Area)",38085,"Sioux, ND"
13980,"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",51063,"Floyd, VA"
13980,"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",51071,"Giles, VA"
13980,"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",51155,"Pulaski, VA"
13980,"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",51121,"Montgomery, VA"
14010,"Bloomington, IL (Metropolitan Statistical Area)",17039,"De Witt, IL"
14010,"Bloomington, IL (Metropolitan Statistical Area)",17113,"McLean, IL"
14020,"Bloomington, IN (Metropolitan Statistical Area)",18105,"Monroe, IN"
14020,"Bloomington, IN (Metropolitan Statistical Area)",18119,"Owen, IN"
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",42037,"Columbia, PA"
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",42093,"Montour, PA"
14260,"Boise City, ID (Metropolitan Statistical Area)",16001,"Ada, ID"
14260,"Boise City, ID (Metropolitan Statistical Area)",16015,"Boise, ID"
14260,"Boise City, ID (Metropolitan Statistical Area)",16027,"Canyon, ID"
14260,"Boise City, ID (Metropolitan Statistical Area)",16045,"Gem, ID"
14260,"Boise City, ID (Metropolitan Statistical Area)",16073,"Owyhee, ID"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25009,"Essex, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25017,"Middlesex, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25021,"Norfolk, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25023,"Plymouth, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",25025,"Suffolk, MA"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",33015,"Rockingham, NH"
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",33017,"Strafford, NH"
14500,"Boulder, CO (Metropolitan Statistical Area)",08013,"Boulder, CO"
14540,"Bowling Green, KY (Metropolitan Statistical Area)",21003,"Allen, KY"
14540,"Bowling Green, KY (Metropolitan Statistical Area)",21031,"Butler, KY"
14540,"Bowling Green, KY (Metropolitan Statistical Area)",21061,"Edmonson, KY"
14540,"Bowling Green, KY (Metropolitan Statistical Area)",21227,"Warren, KY"
14740,"Bremerton-Silverdale, WA (Metropolitan Statistical Area)",53035,"Kitsap, WA"
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",09190,"Western Connecticut Planning Region, CT"
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",48061,"Cameron, TX"
15260,"Brunswick, GA (Metropolitan Statistical Area)",13025,"Brantley, GA"
15260,"Brunswick, GA (Metropolitan Statistical Area)",13127,"Glynn, GA"
15260,"Brunswick, GA (Metropolitan Statistical Area)",13191,"McIntosh, GA"
15380,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",36029,"Erie, NY"
15380,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",36063,"Niagara, NY"
15500,"Burlington, NC (Metropolitan Statistical Area)",37001,"Alamance, NC"
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",50007,"Chittenden, VT"
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",50011,"Franklin, VT"
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",50013,"Grand Isle, VT"
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",24037,"St. Mary's, MD"
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",39019,"Carroll, OH"
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",39151,"Stark, OH"
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",12071,"Lee, FL"
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",17003,"Alexander, IL"
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",29017,"Bollinger, MO"
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",29031,"Cape Girardeau, MO"
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",17077,"Jackson, IL"
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",17199,"Williamson, IL"
16180,"Carson City, NV (Metropolitan Statistical Area)",32510,"Carson City (Independent City), NV"
16220,"Casper, WY (Metropolitan Statistical Area)",56025,"Natrona, WY"
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",19011,"Benton, IA"
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",19105,"Jones, IA"
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",19113,"Linn, IA"
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",42055,"Franklin, PA"
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",17019,"Champaign, IL"
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",17053,"Ford, IL"
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",17147,"Piatt, IL"
16620,"Charleston, WV (Metropolitan Statistical Area)",54005,"Boone, WV"
16620,"Charleston, WV (Metropolitan Statistical Area)",54015,"Clay, WV"
16620,"Charleston, WV (Metropolitan Statistical Area)",54039,"Kanawha, WV"
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",45015,"Berkeley, SC"
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",45019,"Charleston, SC"
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",45035,"Dorchester, SC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37025,"Cabarrus, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37071,"Gaston, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37097,"Iredell, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37109,"Lincoln, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37119,"Mecklenburg, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37159,"Rowan, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",37179,"Union, NC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",45023,"Chester, SC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",45057,"Lancaster, SC"
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",45091,"York, SC"
16820,"Charlottesville, VA (Metropolitan Statistical Area)",51029,"Buckingham, VA"
16820,"Charlottesville, VA (Metropolitan Statistical Area)",51065,"Fluvanna, VA"
16820,"Charlottesville, VA (Metropolitan Statistical Area)",51079,"Greene, VA"
16820,"Charlottesville, VA (Metropolitan Statistical Area)",51125,"Nelson, VA"
16820,"Charlottesville, VA (Metropolitan Statistical Area)",51003,"Albemarle, VA"
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",13047,"Catoosa, GA"
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",13083,"Dade, GA"
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",13295,"Walker, GA"
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",47065,"Hamilton, TN"
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",47115,"Marion, TN"
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",47153,"Sequatchie, TN"
16940,"Cheyenne, WY (Metropolitan Statistical Area)",56021,"Laramie, WY"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",17031,"Cook, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",17037,"DeKalb, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",17043,"DuPage, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",17063,"Grundy, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",17089,"Kane, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",17093,"Kendall, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",17097,"Lake, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",17111,"McHenry, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",17197,"Will, IL"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",18073,"Jasper, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",18089,"Lake, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",18111,"Newton, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",18127,"Porter, IN"
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",55059,"Kenosha, WI"
17020,"Chico, CA (Metropolitan Statistical Area)",06007,"Butte, CA"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",18029,"Dearborn, IN"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",18115,"Ohio, IN"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",18161,"Union, IN"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21015,"Boone, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21023,"Bracken, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21037,"Campbell, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21077,"Gallatin, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21081,"Grant, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21117,"Kenton, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",21191,"Pendleton, KY"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39015,"Brown, OH"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39017,"Butler, OH"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39025,"Clermont, OH"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39061,"Hamilton, OH"
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",39165,"Warren, OH"
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",21047,"Christian, KY"
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",21221,"Trigg, KY"
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",47125,"Montgomery, TN"
17420,"Cleveland, TN (Metropolitan Statistical Area)",47011,"Bradley, TN"
17420,"Cleveland, TN (Metropolitan Statistical Area)",47139,"Polk, TN"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39035,"Cuyahoga, OH"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39055,"Geauga, OH"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39085,"Lake, OH"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39093,"Lorain, OH"
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",39103,"Medina, OH"
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",16055,"Kootenai, ID"
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",48041,"Brazos, TX"
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",48051,"Burleson, TX"
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",48395,"Robertson, TX"
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",08041,"El Paso, CO"
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",08119,"Teller, CO"
17860,"Columbia, MO (Metropolitan Statistical Area)",29019,"Boone, MO"
17900,"Columbia, SC (Metropolitan Statistical Area)",45017,"Calhoun, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45039,"Fairfield, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45055,"Kershaw, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45063,"Lexington, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45079,"Richland, SC"
17900,"Columbia, SC (Metropolitan Statistical Area)",45081,"Saluda, SC"
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",01113,"Russell, AL"
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",13053,"Chattahoochee, GA"
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",13145,"Harris, GA"
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",13197,"Marion, GA"
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",13215,"Muscogee, GA"
18020,"Columbus, IN (Metropolitan Statistical Area)",18005,"Bartholomew, IN"
18140,"Columbus, OH (Metropolitan Statistical Area)",39041,"Delaware, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39045,"Fairfield, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39049,"Franklin, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39073,"Hocking, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39089,"Licking, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39097,"Madison, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39117,"Morrow, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39127,"Perry, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39129,"Pickaway, OH"
18140,"Columbus, OH (Metropolitan Statistical Area)",39159,"Union, OH"
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",48007,"Aransas, TX"
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",48355,"Nueces, TX"
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",48409,"San Patricio, TX"
18700,"Corvallis, OR (Metropolitan Statistical Area)",41003,"Benton, OR"
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",12091,"Okaloosa, FL"
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",12131,"Walton, FL"
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",24001,"Allegany, MD"
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",54057,"Mineral, WV"
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48085,"Collin, TX"
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48113,"Dallas, TX"
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48121,"Denton, TX"
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48139,"Ellis, TX"
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48221,"Hood, TX"
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48231,"Hunt, TX"
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48251,"Johnson, TX"
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48257,"Kaufman, TX"
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",48367,"Parker, TX"
